217.148.140.139 - - [20/Oct/2024:00:03:08 +0000] "GET /58uz HTTP/1.1" 302 - "-" "Mozilla/5.0 (X11; Linux; rv:74.0) Gecko/20100101 Firefox/74.0"
78.153.140.223 - - [20/Oct/2024:03:23:35 +0000] "GET /.env.78.153 HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36"
78.153.140.223 - - [20/Oct/2024:03:23:35 +0000] "GET /.env.back HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36 OPR/36.0.2130.75"
78.153.140.223 - - [20/Oct/2024:03:23:36 +0000] "GET /.env.backup HTTP/1.1" 302 - "-" "Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; es-es) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1"
78.153.140.223 - - [20/Oct/2024:03:23:36 +0000] "GET /.env.bak HTTP/1.1" 302 - "-" "Mozilla/5.0 (S3xyM0nk3y; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
78.153.140.223 - - [20/Oct/2024:03:23:36 +0000] "GET /.env.config HTTP/1.1" 302 - "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X; it-it) AppleWebKit/523.10.6 (KHTML, like Gecko) Version/3.0.4 Safari/523.10.6"
78.153.140.223 - - [20/Oct/2024:03:23:37 +0000] "GET /.env.dev HTTP/1.1" 302 - "-" "Mozilla/5.0 (X11; U; Linux i686; de; rv:1.8.0.3) Gecko/20060425 SUSE/1.5.0.3-7 Firefox/1.5.0.3"
78.153.140.223 - - [20/Oct/2024:03:23:37 +0000] "GET /.env.dev.local HTTP/1.1" 302 - "-" "SonyEricssonK310iv/R4DA Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Link/6.3.1.13.0"
78.153.140.223 - - [20/Oct/2024:03:23:38 +0000] "GET /.env.development HTTP/1.1" 302 - "-" "Mozilla/5.0 (compatible; bingbot/2.0  http://www.bing.com/bingbot.htm)"
78.153.140.223 - - [20/Oct/2024:03:23:38 +0000] "GET /.env.development.local HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.12 Safari/532.2"
78.153.140.223 - - [20/Oct/2024:03:23:39 +0000] "GET /.env.development.sample HTTP/1.1" 302 - "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; CMDTDFJS; A7F)"
78.153.140.223 - - [20/Oct/2024:03:23:39 +0000] "GET /.env.dist HTTP/1.1" 302 - "-" "Mozilla/5.0 (Android 4.4.2; Tablet; rv:42.0) Gecko/42.0 Firefox/42.0"
78.153.140.223 - - [20/Oct/2024:03:23:40 +0000] "GET /.env.docker HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/4.0.202.0 Safari/532.0"
78.153.140.223 - - [20/Oct/2024:03:23:40 +0000] "GET /.env.docker.dev HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1b4pre) Gecko/20090409 Firefox/3.5b4pre"
78.153.140.223 - - [20/Oct/2024:03:23:40 +0000] "GET /.env.live HTTP/1.1" 302 - "-" "Opera/9.02 (Windows NT 5.1; U; en)"
78.153.140.223 - - [20/Oct/2024:03:23:41 +0000] "GET /.env.local HTTP/1.1" 302 - "-" "Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G900T Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36"
78.153.140.223 - - [20/Oct/2024:03:23:41 +0000] "GET /.env.old HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/525.19 (KHTML, like Gecko) Version/3.1.2 Safari/525.21"
78.153.140.223 - - [20/Oct/2024:03:23:41 +0000] "GET /.env.php HTTP/1.1" 302 - "-" "Mozilla/4.0 (compatible; MSIE 7.0b; Windows NT 5.1; .NET CLR 1.1.4322; InfoPath.1; .NET CLR 2.0.50727)"
78.153.140.223 - - [20/Oct/2024:03:23:42 +0000] "GET /.env.prod HTTP/1.1" 302 - "-" "Mozilla/5.0 (Linux; U; Android 4.2.2; it-it; GT-P5110 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
78.153.140.223 - - [20/Oct/2024:03:23:42 +0000] "GET /.env.prod.local HTTP/1.1" 302 - "-" "Mozilla/5.0     (Linux; U) AppleWebKit/537.36 (KHTML, like Gecko)     Version/4.0 Mobile Safari/537.36 SmartTV/7.0 (NetCast) Android"
78.153.140.223 - - [20/Oct/2024:03:23:42 +0000] "GET /.env.production.local HTTP/1.1" 302 - "-" "Mozilla/5.0 (Linux; Android 5.1.1; A0001 Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/38.0.2125.102 Mobile Safari/537.36"
78.153.140.223 - - [20/Oct/2024:03:23:43 +0000] "GET /.env.sample HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.1) Gecko/2008070208 Firefox/2.0.0.13"
78.153.140.223 - - [20/Oct/2024:03:23:43 +0000] "GET /.env.sample.php HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; ja; rv:1.9.1.8) Gecko/20100202 Firefox/3.5.8 GTB7.0 (.NET CLR 3.5.30729)"
78.153.140.223 - - [20/Oct/2024:03:23:43 +0000] "GET /.env.save HTTP/1.1" 302 - "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; HPDTDF)"
78.153.140.223 - - [20/Oct/2024:03:23:44 +0000] "GET /.env.save.1 HTTP/1.1" 302 - "-" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0; EIE10;ENUSMSE)"
78.153.140.223 - - [20/Oct/2024:03:23:44 +0000] "GET /.env.stage HTTP/1.1" 302 - "-" "Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/4.0.203.2 Safari/532.0"
78.153.140.223 - - [20/Oct/2024:03:23:44 +0000] "GET /.env.staging HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36"
78.153.140.223 - - [20/Oct/2024:03:23:44 +0000] "GET /.env.swp HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36"
78.153.140.223 - - [20/Oct/2024:03:23:45 +0000] "GET /.env.test HTTP/1.1" 302 - "-" "Mozilla/5.0 (Android 5.1; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0"
78.153.140.223 - - [20/Oct/2024:03:23:45 +0000] "GET /.env.test.local HTTP/1.1" 302 - "-" "Mozilla/5.0 (Linux; U; Android 4.0.3; ko-kr; LG-L160L Build/IML74K) AppleWebkit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
78.153.140.223 - - [20/Oct/2024:03:23:45 +0000] "GET /.env.test.sample HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.107 Safari/537.36"
78.153.140.223 - - [20/Oct/2024:03:23:46 +0000] "GET /.env.testing HTTP/1.1" 302 - "-" "Mozilla/5.0 (Linux; U; Android 4.4.4; es-us; SM-G360P Build/KTU84P) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
78.153.140.223 - - [20/Oct/2024:03:23:46 +0000] "GET /.env.testing.example HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 10.0; rv:54.0) Gecko/20100101 Firefox/54.0"
78.153.140.223 - - [20/Oct/2024:03:23:46 +0000] "GET /.env.travis HTTP/1.1" 302 - "-" "Mozilla/5.0 (Android 7.1.2; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0"
78.153.140.223 - - [20/Oct/2024:03:23:47 +0000] "GET /.env.uat HTTP/1.1" 302 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36"
78.153.140.223 - - [20/Oct/2024:03:23:47 +0000] "GET /.env.www HTTP/1.1" 302 - "-" "msnbot/1.1 ( http://search.msn.com/msnbot.htm)"
78.153.140.223 - - [20/Oct/2024:03:23:47 +0000] "GET /.env/ HTTP/1.1" 302 - "-" "Mozilla/5.0 (Linux; U; Android 2.3.4; en-us; USCCADR6325US Carrier ID 45 Build/GRJ22) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
78.153.140.223 - - [20/Oct/2024:03:23:48 +0000] "GET /.env_ HTTP/1.1" 302 - "-" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.7) Gecko/20070921 Firefox/2.0.0.7"
78.153.140.223 - - [20/Oct/2024:03:23:48 +0000] "GET /.env_bak HTTP/1.1" 302 - "-" "Mozilla/4.0 (compatible; MSIE 5.01; Windows NT; YComp 5.0.0.0)"
78.153.140.223 - - [20/Oct/2024:03:23:48 +0000] "GET /.env_example HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.991"
78.153.140.223 - - [20/Oct/2024:03:23:49 +0000] "GET /.env_old HTTP/1.1" 302 - "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322)"
78.153.140.223 - - [20/Oct/2024:03:23:49 +0000] "GET /.env_sample HTTP/1.1" 302 - "-" "Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; SAMSUNG-SGH-I727 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
78.153.140.223 - - [20/Oct/2024:03:23:49 +0000] "GET /.environment HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36"
78.153.140.223 - - [20/Oct/2024:03:23:49 +0000] "GET /.envrc HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144"
78.153.140.223 - - [20/Oct/2024:03:23:50 +0000] "GET /.envs HTTP/1.1" 302 - "-" "DESAY TS1008/1.0 Release/07.12.2013 Mozilla/5.0 (Linux; U; Android 4.0.3; zh-cn) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
78.153.140.223 - - [20/Oct/2024:03:23:50 +0000] "GET /.env~ HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows NT 6.1; rv:43.0) Gecko/20100101 Firefox/43.0"
78.153.140.223 - - [20/Oct/2024:03:23:50 +0000] "GET /env/.env HTTP/1.1" 302 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.0; en) AppleWebKit/522.12.1 (KHTML, like Gecko) Version/3.0.1 Safari/522.12.2"
78.153.140.223 - - [20/Oct/2024:03:23:51 +0000] "GET /env/dockers/mariadb-test/.env HTTP/1.1" 302 - "-" "Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; sdk Build/JB_MR1.1) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
78.153.140.223 - - [20/Oct/2024:03:23:51 +0000] "GET /env/dockers/php-apache/.env HTTP/1.1" 302 - "-" "Mozilla/4.0 (compatible; MSIE 5.0; Linux) Opera 5.0  [en]"
78.153.140.223 - - [20/Oct/2024:03:23:51 +0000] "GET /env/example/.env HTTP/1.1" 302 - "-" "Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; GT-S5830i Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
78.153.140.223 - - [20/Oct/2024:03:23:51 +0000] "GET /env/template/.env HTTP/1.1" 302 - "-" "More Firefox 3.1b3 user agents strings -->>"
78.153.140.223 - - [20/Oct/2024:03:23:52 +0000] "GET /env_1/.env HTTP/1.1" 302 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14"
78.153.140.223 - - [20/Oct/2024:03:23:52 +0000] "GET /environments/local/.env HTTP/1.1" 302 - "-" "Opera/9.64 (X11; Linux i686; U; nb) Presto/2.1.1"
78.153.140.223 - - [20/Oct/2024:03:23:52 +0000] "GET /environments/production/.env HTTP/1.1" 302 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0"
220.135.101.92 - - [20/Oct/2024:03:31:00 +0000] "GET / HTTP/1.0" 200 1401 "-" "Mozilla/5.0 (Linux; U; Android 4.0.3; ko-kr; LG-L160L Build/IML74K) AppleWebkit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
135.125.244.48 - - [20/Oct/2024:04:18:42 +0000] "GET /.env HTTP/1.1" 302 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.244.48 - - [20/Oct/2024:04:18:42 +0000] "POST / HTTP/1.1" 200 1401 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
91.90.42.154 - - [20/Oct/2024:05:15:43 +0000] "\x16\x03" 400 226 "-" "-"
91.90.42.154 - - [20/Oct/2024:05:15:43 +0000] "GET /u5lF HTTP/1.1" 302 - "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUSMSCOM)"
91.90.42.154 - - [20/Oct/2024:05:15:43 +0000] "GET / HTTP/1.1" 200 1401 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUSMSCOM)"
91.90.42.154 - - [20/Oct/2024:05:15:43 +0000] "GET /yGm0 HTTP/1.1" 302 - "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUSMSCOM)"
135.125.244.48 - - [20/Oct/2024:05:15:45 +0000] "GET /.env HTTP/1.1" 302 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.244.48 - - [20/Oct/2024:05:15:45 +0000] "POST / HTTP/1.1" 200 1401 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
77.91.87.137 - - [20/Oct/2024:05:29:22 +0000] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 226 "-" "Custom-AsyncHttpClient"
77.91.87.137 - - [20/Oct/2024:05:29:25 +0000] "POST /cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1" 400 226 "-" "Custom-AsyncHttpClient"
77.91.87.137 - - [20/Oct/2024:05:29:33 +0000] "POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 302 - "-" "Custom-AsyncHttpClient"
77.91.87.137 - - [20/Oct/2024:05:29:50 +0000] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 302 - "-" "Custom-AsyncHttpClient"
81.250.244.153 - - [20/Oct/2024:05:34:34 +0000] "\x16\x03\x01" 400 226 "-" "-"
81.250.244.153 - - [20/Oct/2024:05:34:35 +0000] "GET / HTTP/1.1" 200 1401 "-" "-"
3.70.127.93 - - [20/Oct/2024:05:36:27 +0000] "GET /.git/config HTTP/1.1" 302 - "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; XBLWP7; ZuneWP7) UCBrowser/2.9.0.263"
185.224.128.83 - - [20/Oct/2024:05:46:10 +0000] "GET /cgi-bin/luci/;stok=/locale HTTP/1.1" 404 196 "-" "-"
136.144.17.30 - - [20/Oct/2024:06:04:18 +0000] "GET /ab2g HTTP/1.1" 302 - "-" ""
136.144.17.30 - - [20/Oct/2024:06:04:19 +0000] "GET / HTTP/1.1" 200 1401 "-" ""
76.67.142.87 - - [20/Oct/2024:06:10:25 +0000] "GET / HTTP/1.1" 200 1401 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36"
135.125.244.48 - - [20/Oct/2024:06:24:31 +0000] "GET /.env HTTP/1.1" 302 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.244.48 - - [20/Oct/2024:06:24:31 +0000] "POST / HTTP/1.1" 200 1401 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
